Time, Freq, J11, J12, J21, J22
2020-12-15T20:04:00,22000000.0,(-0.5305837381790132+0.039190301876447585j),(-0.5903927942992444+0.002830024362621728j),(-0.42337379064517555+0.04832180872652762j),(0.5948466949484149-0.01801913114811006j)
2020-12-15T20:12:32,22000000.0,(-0.5384607510569043+0.04074343257905556j),(-0.5768588377300045+0.0030027616901872733j),(-0.4185714211489437+0.04629123873156143j),(0.6162324332404345-0.016736872685879606j)
2020-12-15T20:21:04,22000000.0,(-0.5458288483478005+0.042214218343365105j),(-0.5620441386942374+0.0033032752967155077j),(-0.4133768071221454+0.044232230824852996j),(0.6366531448456735-0.015577886283872555j)
2020-12-15T20:29:36,22000000.0,(-0.5526933085542062+0.043612930944146915j),(-0.5460048483176798+0.003730524204689942j),(-0.4077984019841471+0.042143566855616904j),(0.6560256079630293-0.014547478240632447j)
2020-12-15T20:38:08,22000000.0,(-0.5590592185038417+0.04494968108758581j),(-0.528802182861493+0.004282875702194379j),(-0.4018432430906308+0.040023112689940236j),(0.6742705445578814-0.013650092946581868j)
2020-12-15T20:46:40,22000000.0,(-0.5649311693763602+0.04623418709585301j),(-0.5105021305471876+0.0049580836599406215j),(-0.39551711319110006+0.0378678942559581j),(0.69131310325583-0.012889340172243781j)
2020-12-15T20:55:12,22000000.0,(-0.5703129747210272+0.047475563738149575j),(-0.49117512533571833+0.005753264338128644j),(-0.38882472220213793+0.03567419158577319j),(0.7070833192004033-0.012268026475762537j)
2020-12-15T21:03:44,22000000.0,(-0.5752074121304609+0.048682133834026295j),(-0.47089569396434283+0.0066648730549331535j),(-0.3817699051431857+0.03343765143829567j),(0.7215165447981574-0.011788190152780691j)
2020-12-15T21:12:16,22000000.0,(-0.5796159892475697+0.04986126386050822j),(-0.4497420820909887+0.007688684505160057j),(-0.3743558331899942+0.03115341875775073j),(0.7345538463495914-0.011451138731190793j)
2020-12-15T21:20:48,22000000.0,(-0.583538734778153+0.051019223754497266j),(-0.427795862638219+0.008819778713005818j),(-0.36658523533983234+0.02881628646435947j),(0.7461423632688511-0.011257487474968846j)
2020-12-15T21:29:20,22000000.0,(-0.5869740147930855+0.05216107018922431j),(-0.4051415311868881+0.010052533455957698j),(-0.35846063007725487+0.02642086256750163j),(0.75623562467673-0.011207196909157328j)
2020-12-15T21:37:52,22000000.0,(-0.5899183760883417+0.05329055244990255j),(-0.38186608991029924+0.01138062315601185j),(-0.3499845659454476+0.02396175227553452j),(0.7647938198165096-0.011299606890492453j)
2020-12-15T21:46:24,22000000.0,(-0.5923664190416829+0.05441003999552206j),(-0.3580586231817348+0.012797023426156197j),(-0.34115987036995643+0.021433751836083245j),(0.7717840171810709-0.011533464581684937j)
2020-12-15T21:54:56,22000000.0,(-0.5943107035075469+0.05552047111883332j),(-0.3338098685805239+0.014294020052618222j),(-0.3319899053847501+0.018832049744568605j),(0.7771803275037747-0.01190694376237865j)
2020-12-15T22:03:28,22000000.0,(-0.5957416920765757+0.05662132262874281j),(-0.30921178587911213+0.015863221299428493j),(-0.3224788269782187+0.016152429828481578j),(0.7809640068284657-0.01241765339156378j)
2020-12-15T22:12:00,22000000.0,(-0.5966477346601202+0.05771060071090599j),(-0.2843571303743905+0.01749557257435579j),(-0.3126318444646937+0.013391470430350154j),(0.7831234961116101-0.013062634107563031j)
2020-12-15T22:20:32,22000000.0,(-0.5970150978710154+0.05878485340906047j),(-0.25933903585989904+0.019181373146477335j),(-0.3024554744359571+0.010546733581114454j),(0.7836543963264258-0.013838342382374125j)
2020-12-15T22:29:04,22000000.0,(-0.5968280412376422+0.05983920512806928j),(-0.23425061302720954+0.02091029525451745j),(-0.2919577830975283+0.0076169384047596695j),(0.7825593799631883-0.014740623186120549j)
2020-12-15T22:37:36,22000000.0,(-0.5960689405438446+0.060867413219745335j),(-0.2091845707840246+0.022671406439957652j),(-0.2811486113711331+0.004602113987638759j),(0.7798480421869176-0.015764673011493327j)
2020-12-15T22:46:08,22000000.0,(-0.594718456831499+0.061861946357903055j),(-0.1842328653140609+0.024453196558323925j),(-0.2700397768104763+0.0015037278459447533j),(0.7755366973783858-0.016904996005462535j)
2020-12-15T22:54:40,22000000.0,(-0.5927557478516302+0.06281408380893365j),(-0.1594863818416372+0.026243611134655086j),(-0.2586452478501921-0.0016752124291409013j),(0.7696481285413307-0.018155356476185554j)
