Time, Freq, J11, J12, J21, J22
2020-12-15T20:04:00,29000000.0,(-0.5351169420388667+0.039228741834199485j),(-0.6086151514677437+0.02770413291841829j),(-0.4214910364052652+0.03601789183570314j),(0.6076758655854013-0.03179128656133181j)
2020-12-15T20:12:32,29000000.0,(-0.5423300558450607+0.03935580583608387j),(-0.5941575498969556+0.026599127185231865j),(-0.41684527787465653+0.03486240176391549j),(0.6298691874419247-0.03213605866819055j)
2020-12-15T20:21:04,29000000.0,(-0.5490898513662172+0.03945054588332162j),(-0.5784024631413324+0.02554231909579632j),(-0.41187025001819605+0.03376401868400627j),(0.6510811769635863-0.0325543444665003j)
2020-12-15T20:29:36,29000000.0,(-0.5554045476731365+0.039532901964394844j),(-0.5614092396640986+0.024539219156628916j),(-0.4065743337757348+0.03271768325681077j),(0.6712279618426107-0.03304482602898415j)
2020-12-15T20:38:08,29000000.0,(-0.5612815537206354+0.03962216888364558j),(-0.5432418219161196+0.023594772136872284j),(-0.40096397712105586+0.0317166744929256j),(0.6902294064898153-0.03360541627314686j)
2020-12-15T20:46:40,29000000.0,(-0.5667271986093139+0.03973666317024782j),(-0.5239684373694399+0.02271329060938767j),(-0.3950438438277078+0.03075272993255705j),(0.7080095723622626-0.03423330297928199j)
2020-12-15T20:55:12,29000000.0,(-0.5717464875801637+0.03989341509740842j),(-0.5036612704963497+0.021898393735695763j),(-0.38881698512416624+0.029816192623203137j),(0.724497160525482-0.034925000804921315j)
2020-12-15T21:03:44,29000000.0,(-0.5763428834429265+0.040107890054812724j),(-0.4823961216037977+0.02115295531851759j),(-0.3822850297034866+0.028896184258274896j),(0.7396259311527356-0.03567641111465252j)
2020-12-15T21:12:16,29000000.0,(-0.5805181125269763+0.04039374205786465j),(-0.4602520574725639+0.020479064155020904j),(-0.3754483888667081+0.027980803451015016j),(0.7533350959615663-0.03648288902079227j)
2020-12-15T21:20:48,29000000.0,(-0.5842719946635543+0.04076260099373647j),(-0.43731105556930594+0.019877998365101967j),(-0.3683064745542302+0.02705734752336286j),(0.7655696814293493-0.03733931647709529j)
2020-12-15T21:29:20,29000000.0,(-0.5876022967812524+0.04122389434625484j),(-0.413657645331592+0.01935021409240919j),(-0.3608579303349433+0.026112555607689967j),(0.7762808584896498-0.038240179410349476j)
2020-12-15T21:37:52,29000000.0,(-0.5905046114570072+0.0417847037315893j),(-0.3893785465263358+0.018895347650742737j),(-0.3531008754968601+0.025132869825352514j),(0.7854262358145591-0.03917964621235759j)
2020-12-15T21:46:24,29000000.0,(-0.5929722626291063+0.04244965643385236j),(-0.36456230649587573+0.01851222936586914j),(-0.3450331631508595+0.02410471031862916j),(0.7929701116110189-0.04015164424516554j)
2020-12-15T21:54:56,29000000.0,(-0.5949962417871483+0.04322085216054808j),(-0.3392989388151614+0.018198906900684556j),(-0.3366526527137839+0.023014758812980554j),(0.798883678444278-0.04114993071661124j)
2020-12-15T22:03:28,29000000.0,(-0.5965651786485249+0.044097825360474054j),(-0.3136795647438755+0.01795267581940079j),(-0.32795749516771355+0.021850244323526904j),(0.8031451760003961-0.04216815450524685j)
2020-12-15T22:12:00,29000000.0,(-0.5976653498247432+0.04507754332531257j),(-0.2877960627791492+0.017770115564515594j),(-0.3189464287307404+0.020599224059364492j),(0.8057399862450412-0.0431999059925056j)
2020-12-15T22:20:32,29000000.0,(-0.5982807283661827+0.04615444009407949j),(-0.26174073041661694+0.017647129590991174j),(-0.3096190802110211+0.01925085226556048j),(0.806660667556885-0.04423875301306505j)
2020-12-15T22:29:04,29000000.0,(-0.5983930756039894+0.04732048573419238j),(-0.23560596262147335+0.017578989115970493j),(-0.2999762658741905+0.017795630013753838j),(0.8059069261237619-0.04527826224918963j)
2020-12-15T22:37:36,29000000.0,(-0.5979820750069383+0.048565289861222674j),(-0.2094839531673128+0.017560380607448925j),(-0.29002028545692926+0.016225629827611124j),(0.8034855252792306-0.04631200659252042j)
2020-12-15T22:46:08,29000000.0,(-0.5970255062015526+0.04987623760913823j),(-0.18346642216339598+0.017585457632861644j),(-0.27975520205623017+0.014534690119959618j),(0.7994101362384339-0.04733356023071985j)
2020-12-15T22:54:40,29000000.0,(-0.5954994558017543+0.05123865548677512j),(-0.1576443732480457+0.0176478980108346j),(-0.269187101564893+0.012718575932663094j),(0.7937011358807574-0.04833648405365694j)
