Time, Freq, J11, J12, J21, J22
2020-12-15T20:04:00,16000000.0,(-0.5292027714070011+0.04418800806773048j),(-0.5689602569544057-0.01529612682045079j),(-0.43187738407399107+0.06443241193996853j),(0.5821873249584675-0.010687131983591863j)
2020-12-15T20:12:32,16000000.0,(-0.5382121943288009+0.04712578271944362j),(-0.5565559919934917-0.014130426110486764j),(-0.4264634446478313+0.061378001785706716j),(0.6023087852834007-0.007911180989284165j)
2020-12-15T20:21:04,16000000.0,(-0.5466611808080503+0.04994521663933175j),(-0.5429205507331765-0.012751562404563484j),(-0.42058298648098763+0.058227415746040304j),(0.6214996429775139-0.005309701560497241j)
2020-12-15T20:29:36,16000000.0,(-0.5545483601570084+0.05264784724836304j),(-0.5281052399120402-0.011166363672634481j),(-0.41424736732533296+0.0549834597880451j),(0.6396806050426743-0.002895836129887016j)
2020-12-15T20:38:08,16000000.0,(-0.561872624166315+0.05523535637988206j),(-0.5121666184198816-0.00938258334196603j),(-0.4074670269222066+0.05164856397436506j),(0.6567763653563699-0.0006816303896193462j)
2020-12-15T20:46:40,16000000.0,(-0.5686328601775427+0.05770944456864592j),(-0.49516623710154223-0.007408876777236243j),(-0.40025162540405085+0.04822482490824854j),(0.6727160858984208+0.001321984017749864j)
2020-12-15T20:55:12,16000000.0,(-0.5748277036133467+0.06007171918860481j),(-0.47717033559451866-0.00525478005848459j),(-0.39261019946353976+0.044714057132030104j),(0.6874338491233355+0.003105204607956141j)
2020-12-15T21:03:44,16000000.0,(-0.5804553115318506+0.062323597086427096j),(-0.45824950205436416-0.0029306888429525254j),(-0.3845513325913496+0.04111785420814409j),(0.70086907519334+0.004659370974288736j)
2020-12-15T21:12:16,16000000.0,(-0.5855131577358563+0.06446622138413492j),(-0.43847830155420514-0.00044783556241728435j),(-0.376083336740686+0.037437660203752304j),(0.7129668989102127+0.005976975782854969j)
2020-12-15T21:20:48,16000000.0,(-0.5899978499488979+0.06650039158790956j),(-0.4179348766602087+0.002181736333992868j),(-0.367214443109789+0.03367485177449334j),(0.7236785029173384+0.007051674574196396j)
2020-12-15T21:29:20,16000000.0,(-0.593904969010304+0.06842650546267914j),(-0.3967005255539399+0.00494520132072882j),(-0.3579530016174841+0.029830831096741284j),(0.7329614021500975+0.007878295273889608j)
2020-12-15T21:37:52,16000000.0,(-0.5972289315777293+0.07024451143419108j),(-0.3748592601210603+0.007828983783825714j),(-0.3483076878889835+0.025907128779045104j),(0.7407796763089591+0.00845284886475495j)
2020-12-15T21:46:24,16000000.0,(-0.5999628784281367+0.07195387040114203j),(-0.3524973481135424+0.010818792244390368j),(-0.33828771699851734+0.021905515410744376j),(0.7471041459724428+0.008772542740297987j)
2020-12-15T21:54:56,16000000.0,(-0.6020985916126967+0.07355352637760183j),(-0.32970284419596063+0.01389965478945219j),(-0.32790306249135315+0.01782811959588747j),(0.7519124885475278+0.008835798290215998j)
2020-12-15T22:03:28,16000000.0,(-0.6036264446155609+0.07504188610351664j),(-0.3065651137478742+0.017055955046916038j),(-0.31716467721273234+0.013677549239889076j),(0.7551892915563732+0.008642274011835517j)
2020-12-15T22:12:00,16000000.0,(-0.604535389375869+0.07641680805686811j),(-0.283174356969531+0.020271468065916613j),(-0.30608471240163165+0.009457012778777894j),(0.7569260412898343+0.00819289485786109j)
2020-12-15T22:20:32,16000000.0,(-0.6048129836994386+0.077675601784232j),(-0.2596211399395991+0.023529396242022944j),(-0.29467672970560677+0.00517043646689587j),(0.7571210474079053+0.007489887868259326j)
2020-12-15T22:29:04,16000000.0,(-0.6044454612469423+0.07881503854881908j),(-0.2359959397928259+0.026812406026944863j),(-0.2829559001866198+0.0008225739241290008j),(0.7557793059746576+0.006536823294326162j)
2020-12-15T22:37:36,16000000.0,(-0.6034178446333014+0.07983137409133648j),(-0.21238871278735494+0.030102666480122817j),(-0.27093918519862525-0.0035808951539433153j),(0.7529123056514091+0.005338659715082812j)
2020-12-15T22:46:08,16000000.0,(-0.6017141004696007+0.0807203841147864j),(-0.18888849145962247+0.03338189139801751j),(-0.2586454936914903-0.008033279911527672j),(0.7485377839505919+0.0039017909915326585j)
2020-12-15T22:54:40,16000000.0,(-0.599317333442672+0.08147741262036057j),(-0.16558301705975043+0.03663138682767997j),(-0.246095812088026-0.012526808645305303j),(0.7426794419214306+0.002234092510276801j)
